query	no	title	link	description	total_text
전주 여행	35	1박2일  전주  혼자  여행  코스	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=432699551&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=35&search_sort=0&spq=0	... 질문하신  전주 여행 정보 정리해봤습니다. 참고해주세요. ㅎ 전주에서 가볼만한 곳 덕진공원(추천) 덕진공원이 전주터미널에서 가장 가까운 곳이에요. 산책하기에 좋은 호수공원이에요. 덕진공원을 생략하고 곧바로 남부시장과... 	1박2일  전주  혼자  여행  코스 ... 질문하신  전주 여행 정보 정리해봤습니다. 참고해주세요. ㅎ 전주에서 가볼만한 곳 덕진공원(추천) 덕진공원이 전주터미널에서 가장 가까운 곳이에요. 산책하기에 좋은 호수공원이에요. 덕진공원을 생략하고 곧바로 남부시장과... 
전주 여행	36	1박2일  전주여행 ~.~	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=407203201&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=36&search_sort=0&spq=0	... 질문하신 [ 전주 여행 일정] 관련 답변 드리도록 하겠습니다. 여행가실 때 계획짜기 너무 귀찮죠ㅠㅠ 제가 전주에서 즐길 수 있는 1박 2일 여행을 준비해 보았어요. 아래 일정을 참고해 보시고, 즐거운 여행되시길 바라요~ 1일차... 	1박2일  전주여행 ~.~ ... 질문하신 [ 전주 여행 일정] 관련 답변 드리도록 하겠습니다. 여행가실 때 계획짜기 너무 귀찮죠ㅠㅠ 제가 전주에서 즐길 수 있는 1박 2일 여행을 준비해 보았어요. 아래 일정을 참고해 보시고, 즐거운 여행되시길 바라요~ 1일차... 
전주 여행	37	 전주  한옥마을  여행 준비중입니다	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=475632922&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=37&search_sort=0&spq=0	... 대여는 천차만별입니다 기본 금액은 10000원 부터시작합니다~ 시간과 한복에따라서 가격이다릅니다  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행... 	 전주  한옥마을  여행 준비중입니다 ... 대여는 천차만별입니다 기본 금액은 10000원 부터시작합니다~ 시간과 한복에따라서 가격이다릅니다  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행... 
전주 여행	38	 전주여행 팀조뮤ㅠ	https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60203&docId=465427767&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=38&search_sort=0&spq=0	 전주여행 1박2일가는데가기좋은곳이랑맛집좀알려주세요! 안녕하세요. 서울지방변호사회 소속으로 지식iN 법률상담을 진행하고 있는 김선용 변호사입니다. 알아보는것이 어려우시다면 인스타그램에 전주라고 검색 하셔서... 	 전주여행 팀조뮤ㅠ  전주여행 1박2일가는데가기좋은곳이랑맛집좀알려주세요! 안녕하세요. 서울지방변호사회 소속으로 지식iN 법률상담을 진행하고 있는 김선용 변호사입니다. 알아보는것이 어려우시다면 인스타그램에 전주라고 검색 하셔서... 
전주 여행	39	 전주  한옥마을 당일치기  여행  질문	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=439825862&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=39&search_sort=0&spq=0	... 전주여수제주도맛집 여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다. 1. 7000~8000원 2. 흐노니, 마시랑게, 전망 ,달곰 3.... 	 전주  한옥마을 당일치기  여행  질문 ... 전주여수제주도맛집 여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다. 1. 7000~8000원 2. 흐노니, 마시랑게, 전망 ,달곰 3.... 
전주 여행	40	강아지와함께  전주여행  가능한곳ㅜ	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=454069765&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=40&search_sort=0&spq=0	 전주여행 갈껀데요ㅜ 강아지 같이 동반할꺼라서요ㅜ 혹시 강아지같이 갈수있는곳좀 알려주세요 맛집이랑 관광징ᆢㄷ 반려동물 1등 여행앱 반려생활입니다 : ) 하늘이 맑은 가을에  전주 여행 을 떠나시는군요! 강아지랑 함께 더 좋은 추억... 	강아지와함께  전주여행  가능한곳ㅜ  전주여행 갈껀데요ㅜ 강아지 같이 동반할꺼라서요ㅜ 혹시 강아지같이 갈수있는곳좀 알려주세요 맛집이랑 관광징ᆢㄷ 반려동물 1등 여행앱 반려생활입니다 : ) 하늘이 맑은 가을에  전주 여행 을 떠나시는군요! 강아지랑 함께 더 좋은 추억... 
전주 여행	41	 전주 로 혼자  여행 갈 생각인데	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=9011404&docId=478846393&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=41&search_sort=0&spq=0	... 수 있으며, 조식으로는 우유와 켈로그가 준비되어 있어요. 다만, 전주 한옥마을과 도보로 멀다는 점이 단점이에요. 이외에도 다양한 게스트하우스가 있으니, 취향에 맞게 선택하시어 편안하고 즐거운  전주 여행 이 되시길 바라요.	 전주 로 혼자  여행 갈 생각인데 ... 수 있으며, 조식으로는 우유와 켈로그가 준비되어 있어요. 다만, 전주 한옥마을과 도보로 멀다는 점이 단점이에요. 이외에도 다양한 게스트하우스가 있으니, 취향에 맞게 선택하시어 편안하고 즐거운  전주 여행 이 되시길 바라요.
전주 여행	42	 전주여행  추천 부탁 드립니다	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=438620129&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=42&search_sort=0&spq=0	2월 12~13일에  전주 여행  할려구 합니다 1박2일 가볼만한곳이랑 맛집 추천 부탁드립니다 감사합니다 전주맛집 여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여행 인플루언서 전주달봉이입니다.  전주여행 ... 	 전주여행  추천 부탁 드립니다 2월 12~13일에  전주 여행  할려구 합니다 1박2일 가볼만한곳이랑 맛집 추천 부탁드립니다 감사합니다 전주맛집 여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여행 인플루언서 전주달봉이입니다.  전주여행 ... 
전주 여행	43	여자2명이서2박3일로  전주여행 질문	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=901&docId=228331353&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=43&search_sort=0&spq=0	... 2박 3일로  전주 를  여행 하신다면 다음과 같은 일정을 추천해드립니다. Day 1: -  전주 한옥마을: 전통 한옥 건물과 전통 문화를 경험할 수 있는 곳입니다. -  전주 향교: 조선시대 교육기관인 향교를 볼 수 있습니다. -  전주 남부시장:  전주 의... 	여자2명이서2박3일로  전주여행 질문 ... 2박 3일로  전주 를  여행 하신다면 다음과 같은 일정을 추천해드립니다. Day 1: -  전주 한옥마을: 전통 한옥 건물과 전통 문화를 경험할 수 있는 곳입니다. -  전주 향교: 조선시대 교육기관인 향교를 볼 수 있습니다. -  전주 남부시장:  전주 의... 
전주 여행	44	 전주 여행 코스	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=402381652&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=44&search_sort=0&spq=0	...  전주여행 일정에 질문자님께서 봐둔 곳 모두 반양하기에 시간상 무리가 있을 거 같아 꼭 가고 싶은 곳을 넣어 일정을 만들어 보았습니다. 1일차 가운데집(점심) - 전주한지박물관(관광) - 전주수목원(관광) - 오목대(관광) - 교동다윈... 	 전주 여행 코스 ...  전주여행 일정에 질문자님께서 봐둔 곳 모두 반양하기에 시간상 무리가 있을 거 같아 꼭 가고 싶은 곳을 넣어 일정을 만들어 보았습니다. 1일차 가운데집(점심) - 전주한지박물관(관광) - 전주수목원(관광) - 오목대(관광) - 교동다윈... 
전주 여행	45	 전주  혼자2박3일 여행 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=224588034&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=45&search_sort=0&spq=0	... 아무래도 사람이 많으면 맛집같은곳에서 혼자못먹을것같아서 5월 중순은  전주 여행 을 즐기기 좋은 계절입니다. 하지만 현재는 코로나19로 인해 여행객이 줄어들고 있으므로 사람이 많지 않을 것으로 예상됩니다. 전주는 맛집이... 	 전주  혼자2박3일 여행  ... 아무래도 사람이 많으면 맛집같은곳에서 혼자못먹을것같아서 5월 중순은  전주 여행 을 즐기기 좋은 계절입니다. 하지만 현재는 코로나19로 인해 여행객이 줄어들고 있으므로 사람이 많지 않을 것으로 예상됩니다. 전주는 맛집이... 
전주 여행	46	 전주 로 휴가갈건데  여행 코스 추천해주세요	https://kin.naver.com/qna/detail.naver?d1id=8&dirId=8110301&docId=450793606&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=46&search_sort=0&spq=0	... 위의 일정은 참고용으로 제시한 것이며, 여행 일정에 따라 조정할 수 있습니다. 또한, 음식점의 웨이팅 시간은 방문 시간과 요일에 따라 달라질 수 있으니 참고해주세요. 즐거운  전주 여행  되시길 바랍니다!	 전주 로 휴가갈건데  여행 코스 추천해주세요 ... 위의 일정은 참고용으로 제시한 것이며, 여행 일정에 따라 조정할 수 있습니다. 또한, 음식점의 웨이팅 시간은 방문 시간과 요일에 따라 달라질 수 있으니 참고해주세요. 즐거운  전주 여행  되시길 바랍니다!
전주 여행	47	 전주여행 ..	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=473332244&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=47&search_sort=0&spq=0	...  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다. 전주는 대중교통이나 택시 이용하시는걸... 	 전주여행 .. ...  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다. 전주는 대중교통이나 택시 이용하시는걸... 
전주 여행	48	 전주여행  갈만한곳(숙소/한옥마을게스트하우스)	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=230766988&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=48&search_sort=0&spq=0	안녕하세요 가족들과 함께  전주여행 을 가려고 합니다 한옥마을로 유명한  전주여행 을 꼭 한번 해보고 싶어했었는데 이번을 기회로 꼭 다녀와보려구요 전라도 음식이 맛있다고, 전주에 가면 전라도의 대표음식도 먹어볼뿐만 아니라 맛집도... 	 전주여행  갈만한곳(숙소/한옥마을게스트하우스) 안녕하세요 가족들과 함께  전주여행 을 가려고 합니다 한옥마을로 유명한  전주여행 을 꼭 한번 해보고 싶어했었는데 이번을 기회로 꼭 다녀와보려구요 전라도 음식이 맛있다고, 전주에 가면 전라도의 대표음식도 먹어볼뿐만 아니라 맛집도... 
전주 여행	49	 전주여행 코스 좀 짜주세요 ~	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=407277228&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=49&search_sort=0&spq=0	... 질문하신 [ 전주 여행 일정] 관련 답변 드리도록 하겠습니다. 친정 어머니와 딸과 다 함께 하는 여행! 듣기만 해도 설레네요^^ 아래 세 분께서 모두 즐길 수 있는 여행 일정을 준비해 보았어요. 참고해 보시고, 여행에 도움 되셨으면... 	 전주여행 코스 좀 짜주세요 ~ ... 질문하신 [ 전주 여행 일정] 관련 답변 드리도록 하겠습니다. 친정 어머니와 딸과 다 함께 하는 여행! 듣기만 해도 설레네요^^ 아래 세 분께서 모두 즐길 수 있는 여행 일정을 준비해 보았어요. 참고해 보시고, 여행에 도움 되셨으면... 
전주 여행	50	 전주  1박2일  여행 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=444409591&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=50&search_sort=0&spq=0	... 대둔산 케이블카 주말에 사람많겠죠?ㅠ 괜찮은 코스 추천해주세요^^  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문... 	 전주  1박2일  여행  ... 대둔산 케이블카 주말에 사람많겠죠?ㅠ 괜찮은 코스 추천해주세요^^  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문... 
전주 여행	51	 전주 여행 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=436440960&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=51&search_sort=0&spq=0	... 제가 이번달 16일에 친구 3명하고  전주 로  여행 을 가는데 궁금한 게 많아서요. 하나하나 답장해주시면 감사하겟습니다 1. 여수에서  전주  KTX 왕복 기차표값이 얼마인가요? 2. 중2들이  전주 가서 놀 게 뭐가 잇을까요? 3... 	 전주 여행  ... 제가 이번달 16일에 친구 3명하고  전주 로  여행 을 가는데 궁금한 게 많아서요. 하나하나 답장해주시면 감사하겟습니다 1. 여수에서  전주  KTX 왕복 기차표값이 얼마인가요? 2. 중2들이  전주 가서 놀 게 뭐가 잇을까요? 3... 
전주 여행	52	 전주 에  여행 가는데 오션뷰 카페 추천해주세요.	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=468083904&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=52&search_sort=0&spq=0	...  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다. 아쉽게도 전주이는 바다가없어서... 	 전주 에  여행 가는데 오션뷰 카페 추천해주세요. ...  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다. 아쉽게도 전주이는 바다가없어서... 
전주 여행	53	내일  전주  당일치기 부모님과  여행 을	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=451191859&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=53&search_sort=0&spq=0	...  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다. 바다는 군산 새만금 돌아보시면... 	내일  전주  당일치기 부모님과  여행 을 ...  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다. 바다는 군산 새만금 돌아보시면... 
